Date,Close,ADL,OBV,ADX,MACD Line,RSI,Previous Close
2011-03-24,5522.4,138034193.526,3605211261,11.953936117,-13.1745456303,45.8754358988,5480.25
2011-03-25,5654.25,202282876.72,3738662643,12.5046642873,3.40959041511,48.391068944,5522.4
2011-03-28,5687.25,88070980.2974,3869380607,13.3460925116,18.9964822977,47.5991873309,5654.25
2011-03-29,5736.35,67850032.5934,4009859947,14.575464358,34.9087596153,47.3564190651,5687.25
2011-03-30,5787.65,98723218.2538,4143068673,15.9432009909,51.0701306233,47.1991189361,5736.35
2011-03-31,5833.75,79219770.1318,4362509787,17.6556149054,66.8276705227,46.8851723499,5787.65
2011-04-01,5826.05,-87909811.9478,4244187932,19.2457135402,77.7975075319,48.4986083119,5833.75
2011-04-04,5908.45,161766263.275,4350580359,21.0840997706,92.0787472679,49.3629538625,5826.05
2011-04-05,5910.05,108194108.714,4461205796,22.8509433307,102.346057634,47.5659334401,5908.45
2011-04-06,5891.75,-99070219.7753,4335245088,24.5896905001,107.764080768,48.8236551836,5910.05
2011-04-07,5885.7,-4680186.84818,4237084327,26.1581196891,110.298268912,50.4682540489,5891.75
2011-04-08,5842.0,-123593471.966,4137229555,26.821404675,107.540743739,50.7603773783,5885.7
2011-04-11,5785.7,-130252521.282,4044495423,26.7097460353,99.6635859109,50.5976374433,5842.0
2011-04-13,5911.5,253899814.833,4190195332,27.3870061104,102.391583784,52.9213962527,5785.7
2011-04-15,5824.55,-180301272.616,4049604927,28.0158904659,96.425866064,51.7473266735,5911.5
2011-04-18,5729.1,-223329802.355,3928493844,27.3082275151,83.0387554163,50.4367932661,5824.55
2011-04-19,5740.75,73495220.8436,4029731332,26.2551425569,72.5333125394,48.9652038052,5729.1
2011-04-20,5851.65,208279006.35,4147627386,26.1596872861,72.322685641,50.7154574427,5740.75
2011-04-21,5884.7,-38725777.8084,4267381304,26.5117781344,73.9699416535,49.9171836706,5851.65
2011-04-25,5874.5,-55560658.5242,4173004295,26.7303426187,73.6038893367,51.4297968689,5884.7
2011-04-26,5868.4,119990759.005,4055837526,26.008648716,71.9916957627,53.062686979,5874.5
2011-04-27,5833.9,-133672742.362,3947097003,25.3385043778,67.1560262018,53.6339617097,5868.4
2011-04-28,5785.45,-250499460.437,3787752070,24.1269372451,58.7371280991,53.6687324514,5833.9
2011-04-29,5749.5,-42685647.2112,3603000315,22.6691151925,48.6039500631,54.1553070745,5785.45
2011-05-02,5701.3,-119272256.175,3516485932,21.5228794046,36.2659450485,54.1622958662,5749.5
2011-05-03,5565.25,-217562171.713,3390963103,21.7285090612,15.3331383271,51.1285157393,5701.3
2011-05-04,5537.15,-23565285.752,3271879859,22.3195829102,-3.48354087994,52.0103822029,5565.25
2011-05-05,5459.85,-182619246.965,3145455318,23.2869055644,-24.3526366589,51.1933779355,5537.15
2011-05-06,5551.45,176254473.128,3268139639,24.125080447,-33.1184223927,52.2453761869,5459.85
2011-05-09,5551.1,24800609.8625,3192700693,24.5755324855,-39.6367055473,54.0781595705,5551.45
2011-05-10,5541.25,-56569977.2814,3103877893,24.8871313491,-45.0776771863,55.5456689085,5551.1
2011-05-11,5565.05,100936729.755,3186387029,25.176473151,-46.9282654826,54.4600919437,5541.25
2011-05-12,5486.15,-145723339.085,3094762289,25.8830301161,-54.1373786437,53.3265240559,5565.05
2011-05-13,5544.75,22203757.2029,3214186141,25.9758861254,-54.4939501671,53.374332953,5486.15
2011-05-16,5499.0,-109443863.839,3119966980,26.0621095626,-57.8018742933,53.5240401066,5544.75
2011-05-17,5438.95,-142341451.77,3010767717,26.7758983069,-64.5251553118,53.1542051941,5499.0
2011-05-18,5420.6,-74470891.4633,2903410045,27.6101883487,-70.5211714339,54.3096755614,5438.95
2011-05-19,5428.1,-34847993.0133,2997590732,28.3848862446,-73.8169541913,52.7160244871,5420.6
2011-05-20,5486.35,67305583.7736,3124990587,27.8682014128,-70.9111776714,52.8690686045,5428.1
2011-05-23,5386.55,-128041926.547,3030316477,28.008954621,-75.7877211082,51.0228087675,5486.35
2011-05-24,5394.85,-1269931.63554,3130368948,28.1942859364,-78.0825888025,49.4643622768,5386.55
2011-05-25,5348.95,-65839847.1589,3030451190,28.741901222,-82.652270457,49.6683424726,5394.85
2011-05-26,5412.35,226521266.74,3192059266,28.6181697674,-80.2330492979,50.1119225849,5348.95
2011-05-27,5476.1,171465883.612,3309292569,27.4255491724,-72.3378412753,50.5287874586,5412.35
2011-05-30,5473.1,-86256300.7219,3208527720,25.9572698276,-65.5670903598,52.2678970686,5476.1
2011-05-31,5560.15,215266744.444,3357937435,24.4839053053,-52.5710081286,53.4141414907,5473.1
2011-06-01,5592.0,141568144.296,3456566712,23.4427682457,-39.2490518718,52.6549754657,5560.15
2011-06-02,5550.35,50616817.8292,3345617526,21.9225967579,-31.6868462362,52.8888887809,5592.0
2011-06-03,5516.75,-162558209.917,3244599948,20.9949273619,-28.0812794706,53.4140406099,5550.35
2011-06-06,5532.05,102194665.987,3321737268,19.724397617,-23.7158778226,52.1115216586,5516.75
2011-06-07,5556.15,90399005.74,3403595670,18.9164041966,-18.1029178099,51.1598246685,5532.05
2011-06-08,5526.85,-79334792.0863,3310666995,18.1661245919,-15.8363204459,51.8280832832,5556.15
2011-06-09,5521.05,-228734.967149,3223633340,17.2497712704,-14.3427034748,53.4309181467,5526.85
2011-06-10,5485.8,-19205908.0812,3139443058,16.3577132203,-15.8210069478,53.7334939682,5521.05
2011-06-13,5482.8,85668677.7138,3059338152,15.8375615878,-17.0382417834,55.4343573936,5485.8
2011-06-14,5500.5,-18234527.1071,3157178637,14.9427348874,-16.3857819904,54.2822412151,5482.8
2011-06-15,5447.5,-137468738.202,3061299748,14.7953724669,-19.9157832125,53.6617236434,5500.5
2011-06-16,5396.75,-194425685.865,2933236254,15.3042214031,-26.5029262417,53.1957801589,5447.5
2011-06-17,5366.4,-132500190.579,2835359982,16.1763522639,-33.7828482589,53.6581382876,5396.75
2011-06-20,5257.9,-85749373.0028,2700025102,18.366644659,-47.7567717965,50.7942670833,5366.4
2011-06-21,5275.85,-90895918.2811,2807216775,20.4004875973,-56.7288569408,49.6736063645,5257.9
2011-06-22,5278.3,-65442489.6167,2902986272,22.28905604,-62.9163440831,47.927897342,5275.85
2011-06-23,5320.0,129838591.183,2991987616,23.6214411381,-63.7205993189,47.939241542,5278.3
2011-06-24,5471.25,252690730.179,3132087693,22.4361294811,-51.5590260784,52.2681250559,5320.0
2011-06-27,5526.6,160601006.488,3275490100,21.2209044731,-37.0277760914,52.4859131426,5471.25
2011-06-28,5545.3,132790080.087,3389903806,20.1558064538,-23.7291867729,51.3478145675,5526.6
2011-06-29,5600.45,152232266.228,3514497787,19.7191326976,-8.6402158051,51.6329310191,5545.3
2011-06-30,5647.4,213131570.27,3693722062,19.8047666425,7.02539068879,51.5917350514,5600.45
2011-07-01,5627.2,-179652362.81,3552629589,20.3209510909,17.6075565665,52.5943169796,5647.4
2011-07-04,5650.5,-52264840.5478,3656158454,20.8002652216,27.5564608117,51.6602065256,5627.2
2011-07-05,5632.1,-33698102.2082,3555382054,20.9053306025,33.5693463508,52.7057642132,5650.5
2011-07-06,5625.45,-58820881.9037,3469272140,20.9767060791,37.3672555754,54.244389817,5632.1
2011-07-07,5728.95,189115972.445,3581492438,21.8546979673,48.1733980667,56.3410397133,5625.45
2011-07-08,5660.65,-202993685.447,3452215989,22.6994876423,50.6423313797,55.0500805634,5728.95
2011-07-11,5616.1,-69037240.125,3373316286,22.6060510448,48.4457141021,54.9011073745,5660.65
2011-07-12,5526.15,-62717574.7707,3268409178,21.0135047332,38.997131174,52.8962470579,5616.1
2011-07-13,5585.45,129159918.157,3374428751,19.7312718955,35.8804678409,53.2121964492,5526.15
2011-07-14,5599.8,8657658.98352,3497444222,19.2159141215,34.1744727185,51.8988535496,5585.45
2011-07-15,5581.1,-75236077.8535,3417017438,18.737367617,30.9566762811,52.9588998682,5599.8
2011-07-18,5567.05,-43372930.0745,3343412447,18.1116102624,26.9620303397,54.1837422928,5581.1
2011-07-19,5613.55,103817634.358,3429968096,17.9170938285,27.2344640855,54.1162732568,5567.05
2011-07-20,5567.05,-128083929.338,3342874882,17.952153319,23.4281433554,53.873145058,5613.55
2011-07-21,5541.6,-93840042.2511,3266547242,17.5934803484,18.1487964204,54.5623652103,5567.05
2011-07-22,5633.95,166641884.32,3373328859,18.0278866422,21.1726836204,56.12816129,5541.6
2011-07-25,5680.3,146834944.222,3515337049,19.0262291224,26.9979777671,55.9559613345,5633.95
2011-07-26,5574.85,-212723927.517,3381228486,18.9891114019,22.8423195884,53.2315877331,5680.3
2011-07-27,5546.8,-68304689.4245,3258907333,18.3621503608,17.0885438691,53.9050720973,5574.85
2011-07-28,5487.75,-110584161.852,3094385182,17.133800713,7.67531737824,53.2840162724,5546.8
2011-07-29,5482.0,-48238775.2374,2938256268,16.1168984592,-0.245875084724,54.8797854818,5487.75
2011-08-01,5516.8,-14364337.6165,3037218994,15.1941808454,-3.67306718437,54.3108599454,5482.0
2011-08-02,5456.55,-59370225.4238,2926846750,14.5905083816,-11.1225986905,53.5473929716,5516.8
2011-08-03,5404.8,49635405.3303,2793622886,14.6774792824,-20.9605780906,53.1999620152,5456.55
2011-08-04,5331.8,-200148603.179,2675140446,15.3365855351,-34.2528915455,52.0432728533,5404.8
2011-08-05,5211.25,264588135.795,2479123581,17.4576565062,-53.8932751179,49.2996253001,5331.8
2011-08-08,5118.5,-53300357.5758,2290816553,19.752277455,-76.0657320465,47.8956825391,5211.25
2011-08-09,5072.85,68395155.1462,2056947538,22.362875134,-96.2120646026,48.1791924496,5118.5
2011-08-10,5161.0,2972737.78016,2215351994,24.3444376886,-103.86788567,49.5144406853,5072.85
2011-08-11,5138.3,-103763133.595,2102308512,26.1959749778,-110.49318268,50.5658090442,5161.0
2011-08-12,5072.95,-186084575.95,1973473705,28.2386911016,-119.63786629,50.0859573988,5138.3
2011-08-16,5035.8,-170345025.753,1842577001,30.303843717,-128.402642723,50.6110832231,5072.95
2011-08-17,5056.6,-48938683.4478,1985919009,32.2214854313,-132.147095566,49.5078348125,5035.8
2011-08-18,4944.15,-233806558.429,1846102878,34.3675898758,-142.545204254,47.4678860325,5056.6
2011-08-19,4845.65,5471259.27384,1679400447,36.8199744009,-156.924973691,46.1363921827,4944.15
2011-08-22,4898.8,192626593.777,1803214368,38.8354515194,-162.162969988,46.2364179716,4845.65
2011-08-23,4948.9,173857098.196,1933224808,39.8410826375,-160.42222099,46.2219104109,4898.8
2011-08-24,4888.9,-177995362.912,1803814156,40.7748829615,-162.016537633,46.1837302655,4948.9
2011-08-25,4839.6,-251303031.802,1618900742,41.8818115022,-165.352067337,46.4730218229,4888.9
2011-08-26,4747.8,-189905123.221,1469183010,43.3417460197,-173.404096965,45.4668749167,4839.6
2011-08-29,4919.6,223313186.911,1614308314,43.7548186203,-164.031708817,49.4147708381,4747.8
2011-08-30,5001.0,238232520.541,1795848044,43.0411490923,-148.325915152,50.0776525296,4919.6
2011-09-02,5040.0,-87681992.644,1990904011,41.2637506859,-131.219371225,49.4302628056,5001.0
2011-09-05,5017.2,196170519.171,1828005793,39.8233066832,-118.140234289,50.5690664496,5040.0
2011-09-06,5064.3,318755456.566,2011685799,38.0191113542,-102.789454817,50.2017721997,5017.2
2011-09-07,5124.65,91722243.913,2205542001,35.5243104162,-84.77685603,50.2637857747,5064.3
2011-09-08,5153.25,154742488.394,2346397343,33.0669062937,-67.4168215843,49.334564622,5124.65
2011-09-09,5059.45,-248756784.218,2187684272,31.2583420964,-60.5299932114,48.2496146668,5153.25
2011-09-12,4946.8,-11846017.8009,2052184053,30.631706056,-63.4308542501,46.7556325203,5059.45
2011-09-13,4940.95,-145392315.573,1906178785,29.5815864572,-65.4474165539,48.4295298374,4946.8
2011-09-14,5012.55,231379675.578,2060455546,28.6064754012,-60.5698238683,48.908492383,4940.95
2011-09-15,5075.7,229234283.266,2214104471,27.0104561822,-51.0204868768,49.0858504939,5012.55
2011-09-16,5084.25,-257697713.42,2439291709,25.1417943544,-42.2753312637,47.5177936307,5075.7
2011-09-19,5031.95,-111852441.404,2323553867,23.7408530063,-39.1140232334,47.7471640355,5084.25
2011-09-20,5140.2,243586602.599,2470153363,22.419270949,-27.5561434577,49.4589519697,5031.95
2011-09-21,5133.25,-53348881.614,2337235192,21.3568051004,-18.7412103747,51.0876013469,5140.2
2011-09-22,4923.65,-233494906.414,2189626816,21.0021721778,-28.3415766444,46.5890174803,5133.25
2011-09-23,4867.75,-99562552.4103,1983857393,21.1794481659,-39.999509458,46.8782070884,4923.65
2011-09-26,4835.4,82975700.8193,1827777906,21.7615303931,-51.2580094179,47.8017870019,4867.75
2011-09-27,4971.25,211606163.249,1979091872,21.3127918672,-48.6575975982,50.078323924,4835.4
2011-09-28,4945.9,-124582829.63,1812219458,20.6884398543,-48.087957596,51.1748188853,4971.25
2011-09-29,5015.45,305568021.477,2028375546,19.8510689181,-41.5454993879,51.3377380434,4945.9
2011-09-30,4943.25,-252726900.775,1826413441,19.0735101916,-41.7057329926,51.0049434597,5015.45
2011-10-03,4849.5,-21832845.41,1677491872,19.1111981189,-48.8346256118,50.0902110272,4943.25
2011-10-04,4772.15,-140151497.49,1493078576,19.760599461,-60.0337907623,49.7171516636,4849.5
2011-10-05,4751.3,-273251148.438,1313938095,20.363614993,-69.7871675524,50.9590627854,4772.15
2011-10-07,4888.05,-49733668.4495,1512226877,19.9202677873,-65.724574809,52.9003549545,4751.3
2011-10-10,4979.6,297712206.599,1701066422,18.8675891693,-54.4894998698,53.4643079695,4888.05
2011-10-11,4974.35,-271150216.651,1519027659,17.6190128285,-45.4849311867,55.1412769726,4979.6
2011-10-12,5099.4,306278771.979,1707036221,16.9854514838,-27.9362243132,56.4510340881,4974.35
2011-10-13,5077.85,-221994450.286,1549733405,16.6098564334,-15.5879642349,57.5728660117,5099.4
2011-10-14,5132.3,247836619.698,1707515277,16.1485455682,-1.39217113393,57.0932782276,5077.85
2011-10-17,5118.25,-28263673.9921,1577054294,15.8818355181,8.62495646526,58.4273614662,5132.3
2011-10-18,5037.5,34867648.8375,1451503729,14.8647618464,9.93324781545,57.4921352103,5118.25
2011-10-19,5139.15,177454516.352,1568972483,14.713234227,18.9538949096,58.1560249977,5037.5
2011-10-20,5091.9,186568276.344,1449638497,14.1490677202,22.0361238875,58.3801057389,5139.15
2011-10-21,5049.95,-156080763.797,1339744898,13.8177257067,20.8534129854,58.7627199123,5091.9
2011-10-24,5098.35,-139529283.136,1465818093,13.7326130609,23.5501105638,58.1342853234,5049.95
2011-10-25,5191.6,305412188.923,1686902681,14.2070959925,32.8332769221,58.5985951592,5098.35
2011-10-26,5201.8,-28092057.7143,1714399568,14.7154489228,40.5459197736,57.0457423533,5191.6
2011-10-28,5360.7,-7039954.56957,1960477980,16.4190026404,58.8023103863,59.1479342542,5201.8
2011-10-31,5326.6,-141788294.34,1810994478,17.895856945,69.7154106055,59.7671873373,5360.7
2011-11-01,5257.95,-139775503.97,1658502556,18.3261120217,71.9947294598,59.2020920363,5326.6
2011-11-02,5258.45,35961009.0615,1802877662,18.3425462446,72.9999538675,57.4129674395,5257.95
2011-11-03,5265.75,193143288.68,1963160464,18.3212759944,73.537950724,55.7858859114,5258.45
2011-11-04,5284.2,-63543002.4594,2112176293,18.6702003673,74.59321378,54.4746532515,5265.75
2011-11-08,5289.35,103679906.494,2232828300,18.9307821277,74.9807479261,52.7874627504,5284.2
2011-11-09,5221.05,-241347579.657,2086399691,18.638912589,68.9814570385,52.268112804,5289.35
2011-11-11,5168.85,-18840097.7888,1917885483,17.530947937,59.3309418755,52.3232936534,5221.05
2011-11-14,5148.35,-221417074.703,1783437383,16.8184299597,49.4585332221,53.4492432948,5168.85
2011-11-15,5068.5,-210757437.56,1633844805,16.0355645328,34.7903095395,52.4818971127,5148.35
2011-11-16,5030.45,26439172.7081,1472437920,15.9033163713,19.8663130983,52.9991443825,5068.5
2011-11-17,4934.75,-220647314.325,1323198944,16.3645547876,0.313138529337,51.5632258739,5030.45
2011-11-18,4905.8,284896586.613,1130924581,17.3842905661,-17.3192704752,52.4294189676,4934.75
2011-11-21,4778.35,-231603181.15,976805248,18.7941728291,-41.1034168978,50.0787967684,4905.8
2011-11-22,4812.35,-57786350.028,1151017683,20.1033492161,-56.557053931,49.3107572817,4778.35
2011-11-23,4706.45,-19488794.6741,972198312,22.0978764051,-76.4679427298,47.920932355,4812.35
2011-11-24,4756.45,332005888.244,1185561395,23.9589734829,-87.2076083958,47.6955544787,4706.45
2011-11-25,4710.05,-176885018.528,1022721837,25.6871350553,-98.3294819701,48.1517510213,4756.45
2011-11-28,4851.3,241628407.489,1167980938,25.9916310825,-94.6548304175,50.6821708091,4710.05
2011-11-29,4805.1,-169355032.987,1012410617,26.1816593643,-94.3826124726,51.1199379607,4851.3
2011-11-30,4832.05,336911249.69,1294628482,26.5991154768,-90.9438934279,50.0803006341,4805.1
2011-12-01,4936.85,-212121357.069,1478544267,25.0836661685,-78.8532287241,51.3705251947,4832.05
2011-12-02,5050.15,298380688.065,1658735202,23.3910252571,-59.4436967912,52.7374748177,4936.85
2011-12-05,5039.15,105700178.738,1521480793,21.819287268,-44.4368703847,54.2325333806,5050.15
2011-12-07,5062.6,-31862630.4448,1690909066,20.7866021396,-30.3023269563,53.0510906356,5039.15
2011-12-08,4943.65,-233238244.013,1512055701,19.8614324545,-28.3718176953,51.153709016,5062.6
2011-12-09,4866.7,-121030349.193,1338442878,19.6528343269,-32.6744464202,50.6891497285,4943.65
2011-12-12,4764.6,-314944977.66,1160104708,20.0714587818,-43.8178228124,49.563999898,4866.7
2011-12-13,4800.6,180667316.757,1341148415,20.6395004136,-49.177245082,48.7734298436,4764.6
2011-12-14,4763.25,-250885015.188,1164896255,20.9883124169,-55.7952853777,49.543671573,4800.6
2011-12-15,4746.35,212150986.768,964578391,21.8327226566,-61.6926641236,50.8854229979,4763.25
2011-12-16,4651.6,-304918296.461,762518352,22.0036708169,-73.168471812,49.8576715279,4746.35
2011-12-19,4613.1,247420287.554,586070692,22.6555618938,-84.3968855643,50.5472433278,4651.6
2011-12-20,4544.2,-294521539.68,390766096,23.4207583348,-97.7285842527,50.3003716439,4613.1
2011-12-21,4693.15,308746433.909,602076967,23.2721507982,-95.1778799858,52.694938248,4544.2
2011-12-22,4733.85,298741955.639,772865982,22.7524616717,-88.8480931101,51.9682352991,4693.15
2011-12-23,4714.0,-115809252.675,630883434,22.0083711753,-84.4598202803,53.2004361799,4733.85
2011-12-26,4779.0,138309821.32,721731425,21.0430551424,-74.8740245273,53.1707658762,4714.0
2011-12-27,4750.5,-63156178.0208,616903082,19.9910062316,-68.7840247262,54.0933382216,4779.0
2011-12-28,4705.8,-100730561.084,499439593,19.4050528357,-66.7946057969,54.4544375648,4750.5
2011-12-29,4646.25,-224997097.16,353435789,19.3122742975,-69.2251795041,54.315940749,4705.8
2011-12-30,4624.3,-141764853.348,239535062,19.5041852414,-72.0915813601,55.4093370936,4646.25
2012-01-02,4636.75,147986058.238,347995730,19.872884185,-72.5226189242,53.9297982618,4624.3
2012-01-03,4765.3,246227031.768,494616845,18.5823727931,-61.7791569709,55.7483470718,4636.75
2012-01-04,4749.65,-76208952.8741,328677996,17.2755674652,-53.9063117714,57.0197838408,4765.3
2012-01-05,4749.95,-72004934.8157,506540932,16.0621053751,-47.0998796433,55.203469199,4749.65
2012-01-06,4754.1,86195559.628,682598214,15.4434874269,-40.8994000029,53.4920121624,4749.95
2012-01-07,4746.9,-19875298.104,663814334,14.869056475,-36.1497433045,55.0600935602,4754.1
2012-01-09,4742.8,146718140.353,516279797,14.8871468967,-32.3436049419,56.7232958852,4746.9
2012-01-10,4849.55,344883171.507,717940971,14.0177628551,-20.4773301001,58.1468920659,4742.8
2012-01-11,4860.95,36412766.8427,927020729,13.4556119334,-10.0376295249,56.6811529553,4849.55
2012-01-12,4831.25,-59434247.7243,743952032,12.533079515,-4.11321876624,57.2644420002,4860.95
2012-01-13,4866.0,-7501550.942,974892636,11.9630870148,3.34736765454,56.5533124044,4831.25
2012-01-16,4873.9,238555224.017,1135372527,11.3368327283,9.78460923602,54.9903712059,4866.0
2012-01-17,4967.3,343155283.694,1358376710,11.8363574306,22.1672388598,56.3087773167,4873.9
2012-01-18,4955.8,-851608.048382,1147177914,12.3525941742,30.6987322818,57.6288730228,4967.3
2012-01-19,5018.4,271316810.667,1350665522,13.2692624007,42.0268398656,57.8431614568,4955.8
2012-01-20,5048.6,212368594.862,1571713529,14.4987129627,52.8323162932,57.0214670962,5018.4
2012-01-23,5046.25,96065959.3508,1413535958,15.6403456273,60.5086033371,58.7207256903,5048.6
2012-01-24,5127.35,282698502.471,1615542523,17.406686227,72.3027472793,59.5555115227,5046.25
2012-01-25,5158.3,121819756.255,1834718232,19.2963061037,83.1881563819,58.7663407933,5127.35
2012-01-27,5204.7,237278436.264,2050641609,21.3536373657,94.4700221303,58.5087074185,5158.3
2012-01-30,5087.3,-276420415.321,1869500172,21.7846653436,92.8672671225,55.1228154142,5204.7
2012-01-31,5199.25,285202451.676,2085270891,22.59803744,99.4837152832,56.949671552,5087.3
2012-02-01,5235.7,372106926.925,2320170249,23.5843351941,106.441516944,56.2884747972,5199.25
2012-02-02,5269.9,253733697.48,2658130900,24.8403455656,113.40798244,55.583895477,5235.7
2012-02-03,5325.85,336041788.762,2875489088,26.3173640536,122.036888655,55.6177712245,5269.9
2012-02-06,5361.65,41098182.2293,3090569575,28.0358797354,130.262534395,54.9942508617,5325.85
2012-02-07,5335.15,-264576128.894,2909375014,29.7697182355,133.108695195,55.7031455162,5361.65
2012-02-08,5368.15,93532019.7266,3145510430,31.3797111284,136.454163683,55.0152390449,5335.15
2012-02-09,5412.35,377068748.308,3400817395,33.0411816513,141.046149949,54.7447336171,5368.15
2012-02-10,5381.6,-29111227.7001,3175465302,34.6117271866,140.583505001,55.2422194486,5412.35
2012-02-13,5390.2,41447729.6339,3357027212,36.070090898,139.304982549,53.7206688088,5381.6
2012-02-14,5416.05,209852331.162,3558437208,37.4748264354,138.777878263,52.8763258225,5390.2
2012-02-15,5531.95,472127731.907,3872803304,39.4632321973,146.028974583,55.3589261067,5416.05
2012-02-16,5521.95,325886199.948,3602742827,41.3096089763,149.248164297,56.7349700004,5531.95
2012-02-17,5564.3,-249524069.034,3932050343,43.3762175311,153.447835278,56.4125318509,5521.95
2012-02-21,5607.15,240222678.236,4163182469,45.3572830194,158.407716128,56.1261997347,5564.3
2012-02-22,5505.35,-419758802.687,3900169042,45.6063872517,152.367648804,53.4834155815,5607.15
2012-02-23,5483.3,-253498433.431,3592922523,45.2282154005,144.140044505,54.383950063,5505.35
2012-02-24,5429.3,-433804078.888,3228261889,43.8761882043,131.743601882,53.9030128049,5483.3
2012-02-27,5281.2,-403015297.369,2992942928,40.7806852964,108.715692684,49.9148798964,5429.3
2012-02-28,5375.5,262841260.887,3201076817,37.9062897391,96.9574653322,51.4147392283,5281.2
2012-02-29,5385.2,-172459948.021,3427099049,35.9360468905,87.4140397397,49.9076174789,5375.5
2012-03-01,5339.75,50169139.2328,3230231144,33.4288322509,75.3151844779,50.0936058913,5385.2
2012-03-02,5359.35,52999714.5445,3415252670,31.3336248694,66.5412644355,48.97614563,5339.75
2012-03-03,5359.4,-8696069.40741,3432023661,29.388075158,58.9127941522,47.1284565365,5359.35
2012-03-05,5280.35,-246772770.876,3235602506,28.0571007841,45.9587186408,46.1345939479,5359.4
2012-03-06,5222.4,-474983061.897,2945206492,27.4210959237,30.6629760761,45.9468819405,5280.35
2012-03-07,5220.45,163165360.088,2714480475,27.1560099093,18.1741410061,47.7213052555,5222.4
2012-03-09,5333.55,265869587.929,2917486320,25.6195887068,17.2045506691,50.2976369024,5220.45
2012-03-12,5359.55,-112425241.727,3094154557,24.2375277545,18.3229109387,49.4304636054,5333.55
2012-03-13,5429.5,222276885.969,3274119853,23.1210559491,24.5703680054,50.2315394125,5359.55
2012-03-14,5463.9,-55458190.1948,3455833923,22.6634774426,31.9292546758,49.677951473,5429.5
2012-03-15,5380.5,-204080601.473,3295576272,21.3537569772,30.6779065722,48.4642540585,5463.9
2012-03-16,5317.9,-436897315.79,3028055125,20.1142206764,24.3541676698,48.0868912067,5380.5
2012-03-19,5257.05,-229447207.599,2848177671,19.5848365467,14.2679999523,47.8004937568,5317.9
2012-03-20,5274.85,108071605.101,3029522956,19.141443451,7.62307652738,46.6470767821,5257.05
2012-03-21,5364.95,348748945.024,3229310941,17.8766195293,9.51753166142,48.2752879667,5274.85
2012-03-22,5228.45,-307174365.517,3023729879,17.200391295,0.00444059366419,45.6190967015,5364.95
2012-03-23,5278.2,91626547.9478,3196468453,16.5724650775,-3.48022552032,45.6296167048,5228.45
2012-03-26,5184.25,-276103501.794,3026682618,16.4374222196,-13.665303239,44.6014442482,5278.2
2012-03-27,5243.15,106065969.511,3235458039,16.2720348097,-16.7907595344,44.9355325364,5184.25
2012-03-28,5194.75,-72520683.7954,3089654442,16.2760903334,-22.9090998282,45.3141413704,5243.15
2012-03-29,5178.85,228216419.985,2847096553,16.6281063858,-28.709974989,46.657859891,5194.75
2012-03-30,5295.55,255986099.557,3011886609,15.4503488753,-23.618239289,48.9170084635,5178.85
2012-04-02,5317.9,129819882.622,3146424896,14.6156573251,-17.5769279651,47.836321499,5295.55
2012-04-03,5358.5,-55129926.0525,3298921385,14.355969886,-9.4046535323,47.4270705894,5317.9
2012-04-04,5322.9,15493833.2447,3176815223,13.6172528936,-5.73458491932,48.1119700836,5358.5
2012-04-09,5234.4,-175999782.491,3064900287,13.2327283865,-9.8536527021,47.0883583644,5322.9
2012-04-10,5243.6,138879991.932,3221007081,13.0448478012,-12.234647088,45.5836400491,5234.4
2012-04-11,5226.85,-3438850.93342,3053993554,13.0936395011,-15.2968546885,46.8806807366,5243.6
2012-04-12,5276.85,113860719.9,3206678342,12.7653671576,-13.5330930685,46.9286580252,5226.85
2012-04-13,5207.45,-209088546.032,3042452484,13.122748418,-17.5331876048,46.474030249,5276.85
2012-04-16,5226.2,169538171.352,3162182831,13.4743838528,-18.9716299041,45.3573600822,5207.45
2012-04-17,5289.7,290095295.013,3341078248,12.8740075698,-14.8168866354,45.9901827285,5226.2
2012-04-18,5300.0,-223058904.739,3493821687,12.1491941288,-10.5712400672,44.5611150705,5289.7
2012-04-19,5332.4,162139755.22,3627371582,11.4474858328,-4.53979343894,44.058066278,5300.0
2012-04-20,5290.85,298242.008824,3492118831,11.0655198788,-3.07709544314,44.5213737462,5332.4
2012-04-23,5200.6,-215900906.102,3354076490,11.3904377692,-9.09547056959,43.4254441936,5290.85
2012-04-24,5222.65,195192066.169,3509751144,11.7678983352,-11.9480952918,42.5312027504,5200.6
2012-04-25,5202.0,27464621.8091,3366840405,12.3429589145,-15.6941904982,43.6819629687,5222.65
2012-04-26,5189.0,-169369391.302,3180940968,12.8769437381,-19.4873512382,45.0663682659,5202.0
2012-04-27,5190.6,14421057.84,3309700413,13.6712345599,-22.1094874165,43.3099418258,5189.0
2012-04-28,5209.0,3433161.17207,3316256116,14.4087903229,-22.4441013747,42.3525385745,5190.6
2012-04-30,5248.15,116511716.145,3424394666,14.2036455179,-19.3274131497,42.3956547772,5209.0
2012-05-02,5239.15,-124609548.147,3305061378,13.6973420196,-17.3832566982,43.8889674492,5248.15
2012-05-03,5188.4,-136853482.003,3186487380,13.8956800599,-19.7103904562,43.8236430677,5239.15
2012-05-04,5086.85,-213130906.317,3033182693,15.3136758279,-29.4098782671,42.0196940249,5188.4
2012-05-07,5114.15,284370109.819,3201454491,17.3081487517,-34.4962589934,41.5164594657,5086.85
